id,experiment,particle_type,x,y,z
421,TS_86_3,ribosome,593.8142,434.7523,101.6263
422,TS_86_3,ribosome,541.605,449.9133,85.6064
423,TS_86_3,ribosome,593.1509,410.88509999999997,86.6076
424,TS_86_3,ribosome,195.959,459.1854,90.3764
425,TS_86_3,ribosome,135.8159,489.3146,93.6164
426,TS_86_3,ribosome,128.5497,409.3274,63.259100000000004
427,TS_86_3,ribosome,129.7423,403.6911,86.6076
428,TS_86_3,ribosome,163.3782,437.68149999999997,74.59270000000001
429,TS_86_3,ribosome,61.655899999999995,588.3402,68.5852
430,TS_86_3,ribosome,51.3851,563.986,83.6039
431,TS_86_3,ribosome,434.1534,457.85600000000005,81.6014
432,TS_86_3,beta-amylase,32.0256,548.2051,108.8205
433,TS_86_3,beta-amylase,429.0,229.0,105.0
434,TS_86_3,beta-amylase,426.8588,119.02349999999998,70.6118
435,TS_86_3,beta-amylase,369.3165,151.26579999999998,84.962
436,TS_86_3,beta-amylase,438.41670000000005,44.5833,111.91669999999999
437,TS_86_3,beta-amylase,543.7751000000001,152.7337,82.4201
438,TS_86_3,beta-amylase,550.9412,491.05879999999996,70.1569
439,TS_86_3,beta-amylase,224.7754,37.8116,105.02170000000001
440,TS_86_3,beta-amylase,118.83930000000001,232.77979999999997,69.6845
441,TS_86_3,thyroglobulin,349.1458,196.4375,30.154199999999996
442,TS_86_3,thyroglobulin,105.98949999999999,33.801,46.6754
443,TS_86_3,thyroglobulin,558.3534999999999,505.53729999999996,52.2266
444,TS_86_3,thyroglobulin,375.3362,319.5014,49.7106
445,TS_86_3,thyroglobulin,484.5469,598.4182,51.2044
446,TS_86_3,thyroglobulin,352.8827,607.9586,56.6737
447,TS_86_3,thyroglobulin,452.7884,51.2538,64.3163
448,TS_86_3,thyroglobulin,510.7291,514.7205,65.4024
449,TS_86_3,thyroglobulin,406.25239999999997,553.616,72.4915
450,TS_86_3,thyroglobulin,442.63239999999996,571.7765,73.17240000000001
451,TS_86_3,thyroglobulin,38.1507,33.805099999999996,83.66470000000001
452,TS_86_3,thyroglobulin,418.4942,66.6409,80.9653
453,TS_86_3,thyroglobulin,133.90370000000001,306.8829,80.2446
454,TS_86_3,thyroglobulin,242.02069999999998,14.8637,86.3583
455,TS_86_3,thyroglobulin,454.79139999999995,272.87489999999997,94.96979999999999
456,TS_86_3,thyroglobulin,135.8067,79.814,89.6974
457,TS_86_3,thyroglobulin,503.8553,165.66590000000002,99.3759
458,TS_86_3,thyroglobulin,384.0899,501.13530000000003,97.2844
459,TS_86_3,thyroglobulin,432.5738,38.6706,102.7049
460,TS_86_3,thyroglobulin,308.2518,271.895,108.023
461,TS_86_3,thyroglobulin,185.6208,522.3976,113.5201
462,TS_86_3,thyroglobulin,121.2201,209.1175,124.4156
463,TS_86_3,thyroglobulin,535.3462000000001,534.8654,88.0096
464,TS_86_3,thyroglobulin,243.11759999999998,576.0391999999999,68.3137
465,TS_86_3,thyroglobulin,585.3226,260.6774,18.4839
466,TS_86_3,thyroglobulin,313.1439,163.1365,128.5867
467,TS_86_3,thyroglobulin,484.3009,183.8761,102.3053
468,TS_86_3,thyroglobulin,347.22220000000004,32.5556,84.5556
469,TS_86_3,thyroglobulin,317.0,37.0,94.0
470,TS_86_3,thyroglobulin,204.20340000000002,92.35589999999999,113.03389999999999
471,TS_86_3,thyroglobulin,264.0654,214.0759,73.4476
472,TS_86_3,thyroglobulin,197.95999999999998,205.24,69.28
473,TS_86_3,thyroglobulin,378.2069,358.0345,98.8621
474,TS_86_3,thyroglobulin,39.464299999999994,293.1786,117.6786
475,TS_86_3,thyroglobulin,279.9672,509.2022,40.847
476,TS_86_3,thyroglobulin,464.6594,102.3948,46.7896
477,TS_86_3,thyroglobulin,175.6142,320.748,65.126
478,TS_86_3,thyroglobulin,286.01959999999997,295.0392,60.9216
479,TS_86_3,thyroglobulin,154.4041,348.3215,69.0914
480,TS_86_3,thyroglobulin,590.104,60.0347,76.1965
481,TS_86_3,thyroglobulin,490.4507,219.9128,87.5641
482,TS_86_3,thyroglobulin,333.3953,308.2093,90.52329999999999
483,TS_86_3,thyroglobulin,392.375,579.0,95.25
484,TS_86_3,thyroglobulin,384.06010000000003,187.309,97.0687
485,TS_86_3,thyroglobulin,516.4483,212.6724,100.46549999999999
486,TS_86_3,beta-galactosidase,34.834199999999996,336.8995,52.0
487,TS_86_3,beta-galactosidase,311.15590000000003,140.4395,59.7264
488,TS_86_3,beta-galactosidase,512.8266,493.22290000000004,58.551199999999994
489,TS_86_3,beta-galactosidase,398.4278,42.3056,72.5944
490,TS_86_3,beta-galactosidase,276.3251,303.8958,85.5062
491,TS_86_3,beta-galactosidase,407.383,359.9172,107.0207
492,TS_86_3,beta-galactosidase,446.3183,168.1903,109.654
493,TS_86_3,beta-galactosidase,130.4049,296.4441,118.09280000000001
494,TS_86_3,beta-galactosidase,569.5681999999999,83.1818,82.7273
495,TS_86_3,beta-galactosidase,236.9583,580.5208,94.9167
496,TS_86_3,beta-galactosidase,180.8132,598.2125,100.652
497,TS_86_3,beta-galactosidase,154.9167,394.64369999999997,57.4713
498,TS_86_3,beta-galactosidase,491.3909,219.7738,87.8413
499,TS_86_3,beta-galactosidase,56.5,104.41479999999999,103.2481
500,TS_86_3,beta-galactosidase,190.88330000000002,22.9833,94.8167
501,TS_86_3,beta-galactosidase,247.459,405.51640000000003,48.8224
502,TS_86_3,beta-galactosidase,408.502,168.9352,64.4332
503,TS_86_3,beta-galactosidase,251.1429,48.0,80.7619
504,TS_86_3,beta-galactosidase,445.0,135.6667,87.6667
505,TS_86_3,beta-galactosidase,200.0686,123.208,92.34729999999999
506,TS_86_3,beta-galactosidase,355.29200000000003,397.3993,103.4795
507,TS_86_3,beta-galactosidase,502.1325,394.4498,108.0
508,TS_86_3,beta-galactosidase,274.5385,87.286,104.4339
509,TS_86_3,apo-ferritin,387.0343,495.27139999999997,126.16
510,TS_86_3,apo-ferritin,413.0897,542.2292,50.186
511,TS_86_3,apo-ferritin,273.5,466.8447,52.02910000000001
512,TS_86_3,apo-ferritin,264.9615,469.06149999999997,60.0923
513,TS_86_3,apo-ferritin,266.5353,481.06409999999994,61.2019
514,TS_86_3,apo-ferritin,295.7522,463.003,48.9701
515,TS_86_3,apo-ferritin,292.0264,471.8238,65.9559
516,TS_86_3,apo-ferritin,299.6667,473.0,43.6667
517,TS_86_3,apo-ferritin,295.7199,484.53190000000006,39.4858
518,TS_86_3,apo-ferritin,285.8555,451.5665,52.369899999999994
519,TS_86_3,apo-ferritin,280.2396,446.4345,93.7859
520,TS_86_3,apo-ferritin,363.6645,570.2839,64.64189999999999
521,TS_86_3,apo-ferritin,34.9225,438.7254,63.96130000000001
522,TS_86_3,apo-ferritin,142.1215,483.75699999999995,47.3209
523,TS_86_3,apo-ferritin,151.6687,488.4498,53.01219999999999
524,TS_86_3,apo-ferritin,134.4405,501.6071,46.4077
525,TS_86_3,apo-ferritin,161.5455,522.4058,41.8604
526,TS_86_3,apo-ferritin,152.9628,530.2061,44.2027
527,TS_86_3,apo-ferritin,174.4252,512.1395,46.2245
528,TS_86_3,apo-ferritin,128.9961,441.98069999999996,49.8842
529,TS_86_3,apo-ferritin,36.8896,530.4784999999999,61.1472
530,TS_86_3,apo-ferritin,34.941500000000005,540.4185,66.3938
531,TS_86_3,apo-ferritin,73.713,565.7546,45.1944
532,TS_86_3,apo-ferritin,115.23150000000001,575.9259,46.3056
533,TS_86_3,apo-ferritin,122.3792,573.8917,53.6083
534,TS_86_3,apo-ferritin,111.1487,584.8885,50.3234
535,TS_86_3,apo-ferritin,202.4386,243.0912,92.8211
536,TS_86_3,apo-ferritin,188.50830000000002,245.1761,89.90700000000001
537,TS_86_3,apo-ferritin,163.5436,205.27849999999998,70.2483
538,TS_86_3,apo-ferritin,76.4053,300.9015,78.01140000000001
539,TS_86_3,apo-ferritin,80.5603,296.3582,86.79429999999999
540,TS_86_3,apo-ferritin,81.2748,56.2691,57.4079
541,TS_86_3,apo-ferritin,239.80169999999998,113.6609,111.5057
542,TS_86_3,apo-ferritin,233.97469999999998,124.0886,113.20570000000001
543,TS_86_3,apo-ferritin,242.3333,137.3903,109.9801
544,TS_86_3,apo-ferritin,188.27370000000002,123.8321,127.9672
545,TS_86_3,apo-ferritin,288.67269999999996,66.2649,51.532500000000006
546,TS_86_3,apo-ferritin,324.3811,18.9939,120.47560000000001
547,TS_86_3,apo-ferritin,563.2418,483.2451,85.2157
548,TS_86_3,apo-ferritin,557.134,488.00690000000003,92.3814
549,TS_86_3,apo-ferritin,578.6293,511.6573,85.8037
550,TS_86_3,apo-ferritin,577.5152,499.5212,87.8485
551,TS_86_3,apo-ferritin,433.53000000000003,351.73670000000004,122.41
552,TS_86_3,apo-ferritin,476.5574,62.1401,78.0112
553,TS_86_3,apo-ferritin,472.84620000000007,59.7308,96.4615
554,TS_86_3,apo-ferritin,478.41360000000003,55.539,85.3254
555,TS_86_3,apo-ferritin,302.8839,286.1645,44.429
556,TS_86_3,apo-ferritin,309.80859999999996,317.0695,114.6425
557,TS_86_3,apo-ferritin,319.28020000000004,324.7743,114.6425
558,TS_86_3,apo-ferritin,312.3334,315.7011,126.65740000000001
559,TS_86_3,apo-ferritin,319.758,552.5735,129.6612
560,TS_86_3,apo-ferritin,191.278,385.0979,123.6537
561,TS_86_3,apo-ferritin,376.0282,495.63,118.6475
562,TS_86_3,apo-ferritin,98.22319999999999,471.4162,47.5591
563,TS_86_3,apo-ferritin,99.6927,448.94870000000003,47.5591
564,TS_86_3,apo-ferritin,74.59020000000001,401.8275,61.576499999999996
565,TS_86_3,apo-ferritin,37.519600000000004,421.17269999999996,61.576499999999996
566,TS_86_3,apo-ferritin,25.859199999999998,418.35150000000004,64.5803
567,TS_86_3,apo-ferritin,208.48690000000002,522.0131,43.5541
568,TS_86_3,apo-ferritin,71.8028,409.4611,56.570299999999996
569,TS_86_3,apo-ferritin,45.7252,413.712,50.562799999999996
570,TS_86_3,apo-ferritin,136.1928,570.3278,43.5541
571,TS_86_3,apo-ferritin,111.2671,594.3359,45.556599999999996
572,TS_86_3,apo-ferritin,6.9928,536.2529999999999,55.569100000000006
573,TS_6_4,virus-like-particle,91.12899999999999,563.8402,67.12100000000001
574,TS_6_4,virus-like-particle,12.2332,562.7746,106.63669999999999
575,TS_6_4,virus-like-particle,145.2865,479.5545,111.6066
576,TS_6_4,virus-like-particle,558.0108,124.08599999999998,69.2222
577,TS_6_4,virus-like-particle,476.558,346.9964,68.9813
578,TS_6_4,virus-like-particle,508.87039999999996,412.09229999999997,98.1513
579,TS_6_4,virus-like-particle,426.8076,281.4277,81.5446
580,TS_6_4,virus-like-particle,521.1319000000001,576.6513,87.7832
581,TS_6_4,virus-like-particle,450.957,513.9077,116.19500000000001
582,TS_6_4,virus-like-particle,604.5947,234.0359,74.59270000000001
583,TS_6_4,ribosome,527.4903,528.8121,61.9798
584,TS_6_4,ribosome,549.3057,518.1127,72.6624
585,TS_6_4,ribosome,565.6951,516.8655,42.1572
586,TS_6_4,ribosome,555.9323999999999,542.6553,55.6878
587,TS_6_4,ribosome,531.2439,496.4156,60.2574
588,TS_6_4,ribosome,513.0837,512.1036,63.1702
589,TS_6_4,ribosome,545.3082999999999,469.6154,50.422399999999996
590,TS_6_4,ribosome,563.5854999999999,480.3903,70.6456
591,TS_6_4,ribosome,510.68379999999996,483.5263,61.9225
592,TS_6_4,ribosome,573.444,554.7349,126.54549999999999
593,TS_6_4,ribosome,557.1792,579.0483,129.6079
594,TS_6_4,ribosome,28.5661,479.1067,77.9819
595,TS_6_4,ribosome,22.9331,431.6582,69.03869999999999
596,TS_6_4,ribosome,23.2042,443.2901,113.5128
597,TS_6_4,ribosome,34.8532,457.0763,71.73010000000001
598,TS_6_4,ribosome,9.734,466.1182,114.4298
599,TS_6_4,ribosome,14.393899999999999,502.93469999999996,73.2139
600,TS_6_4,ribosome,127.36479999999999,438.67030000000005,63.1656
601,TS_6_4,ribosome,122.364,418.6768,81.98949999999999
602,TS_6_4,ribosome,123.60340000000001,467.4307,66.8476
603,TS_6_4,ribosome,65.0107,328.2821,114.42940000000002
604,TS_6_4,ribosome,83.0635,353.7878,96.3135
605,TS_6_4,ribosome,90.30850000000001,339.1971,111.85730000000001
606,TS_6_4,ribosome,63.0784,362.2607,117.1482
607,TS_6_4,ribosome,44.0984,386.6177,64.3857
608,TS_6_4,ribosome,58.356500000000004,405.1159,82.8723
609,TS_6_4,ribosome,75.9417,429.56229999999994,73.4899
610,TS_6_4,ribosome,89.85499999999999,414.1046,88.39959999999999
611,TS_6_4,ribosome,86.8611,389.3736,74.39160000000001
612,TS_6_4,ribosome,80.2156,462.5141,70.8375
613,TS_6_4,ribosome,32.6143,353.78229999999996,93.7014
614,TS_6_4,ribosome,150.4444,327.52139999999997,125.70630000000001
615,TS_6_4,ribosome,264.4576,443.1906,99.0296
616,TS_6_4,ribosome,244.42579999999998,456.76899999999995,114.11420000000001
617,TS_6_4,ribosome,246.8644,410.1445,111.58989999999999
618,TS_6_4,ribosome,307.808,607.2239,100.9897
619,TS_6_4,ribosome,301.5779,594.3612,128.103
620,TS_6_4,ribosome,370.2491,559.693,133.6535
621,TS_6_4,ribosome,199.7267,141.11939999999998,114.958
622,TS_6_4,ribosome,88.4666,213.7612,88.0833
623,TS_6_4,ribosome,66.3969,231.6198,120.35719999999999
624,TS_6_4,ribosome,91.4745,243.12550000000002,126.881
625,TS_6_4,ribosome,39.406099999999995,65.8244,75.0429
626,TS_6_4,ribosome,92.19160000000001,27.8031,59.7735
627,TS_6_4,ribosome,100.4534,8.660599999999999,52.4534
628,TS_6_4,ribosome,128.4212,41.2471,73.7595
629,TS_6_4,ribosome,137.0425,53.4452,92.029
630,TS_6_4,ribosome,61.9064,85.0866,35.812599999999996
631,TS_6_4,ribosome,101.5725,64.0198,62.238699999999994
632,TS_6_4,ribosome,89.6557,96.7706,58.8803
633,TS_6_4,ribosome,101.7985,99.096,79.88640000000001
634,TS_6_4,ribosome,89.8732,75.9425,104.0914
635,TS_6_4,ribosome,186.0317,36.5754,33.6113
636,TS_6_4,ribosome,168.9471,12.333,41.0727
637,TS_6_4,ribosome,88.6465,136.399,116.4549
638,TS_6_4,ribosome,500.7198,289.3632,99.8903
639,TS_6_4,ribosome,484.7396,261.8105,90.8936
640,TS_6_4,ribosome,531.8939,213.9613,82.439
641,TS_6_4,ribosome,518.669,232.57779999999997,97.77380000000001
642,TS_6_4,ribosome,489.10540000000003,196.9255,83.9404
643,TS_6_4,ribosome,470.03720000000004,211.1558,105.16130000000001
644,TS_6_4,ribosome,458.56809999999996,183.9145,108.95160000000001
645,TS_6_4,ribosome,454.56899999999996,153.8897,42.5389
646,TS_6_4,ribosome,457.6092,152.0016,100.9884
647,TS_6_4,ribosome,465.4602,119.7481,80.634
648,TS_6_4,ribosome,292.60929999999996,272.1038,95.5726
649,TS_6_4,ribosome,292.84119999999996,219.45610000000002,105.1608
650,TS_6_4,ribosome,293.0904,185.76780000000002,108.1158
651,TS_6_4,ribosome,297.12669999999997,12.764199999999999,53.4313
652,TS_6_4,ribosome,309.8923,294.1184,83.6926
653,TS_6_4,ribosome,329.4228,609.0415,132.6649
654,TS_6_4,ribosome,573.6406,603.4086,117.6462
655,TS_6_4,ribosome,50.3142,39.3241,48.5604
656,TS_6_4,ribosome,533.684,276.68780000000004,94.61760000000001
657,TS_6_4,beta-amylase,480.66670000000005,98.0,21.1111
658,TS_6_4,beta-amylase,240.59,205.8159,76.28869999999999
659,TS_6_4,beta-amylase,148.99280000000002,164.529,79.7246
660,TS_6_4,beta-amylase,440.09889999999996,535.8575,75.1563
661,TS_6_4,beta-amylase,379.175,456.09170000000006,81.1
662,TS_6_4,beta-amylase,349.54769999999996,470.42150000000004,90.1938
663,TS_6_4,beta-amylase,387.6774,506.03869999999995,148.4194
664,TS_6_4,beta-amylase,450.1951,429.01390000000004,107.4704
665,TS_6_4,beta-amylase,131.8542,504.54170000000005,113.6875
666,TS_6_4,thyroglobulin,525.1785,209.04520000000002,49.0516
667,TS_6_4,thyroglobulin,570.4207,205.9378,48.1002
668,TS_6_4,thyroglobulin,592.6681,178.7182,49.6498
669,TS_6_4,thyroglobulin,496.76480000000004,224.9978,52.2505
670,TS_6_4,thyroglobulin,124.29190000000001,146.4644,58.135299999999994
671,TS_6_4,thyroglobulin,354.7616,477.0646,59.5253
672,TS_6_4,thyroglobulin,475.60110000000003,444.70410000000004,58.1386
673,TS_6_4,thyroglobulin,389.95619999999997,520.6682,62.479499999999994
674,TS_6_4,thyroglobulin,481.88230000000004,595.3736,66.7288
675,TS_6_4,thyroglobulin,91.0287,280.6175,72.98819999999999
676,TS_6_4,thyroglobulin,430.56980000000004,316.8196,75.7859
677,TS_6_4,thyroglobulin,244.76039999999998,307.9107,79.17229999999999
678,TS_6_4,thyroglobulin,323.87739999999997,483.2551,92.9867
679,TS_6_4,thyroglobulin,31.6535,180.7724,108.9125
680,TS_6_4,thyroglobulin,202.27460000000002,481.5141,105.4014
681,TS_6_4,thyroglobulin,606.0,559.0,15.0
682,TS_6_4,thyroglobulin,147.97729999999999,251.7727,42.4545
683,TS_6_4,thyroglobulin,177.0114,209.5398,71.392
684,TS_6_4,thyroglobulin,173.2632,284.15790000000004,106.90429999999999
685,TS_6_4,thyroglobulin,86.7222,150.3333,65.8333
686,TS_6_4,thyroglobulin,166.875,115.0,75.875
687,TS_6_4,thyroglobulin,199.0417,572.1667,85.8333
688,TS_6_4,thyroglobulin,261.38890000000004,331.0,72.7778
689,TS_6_4,thyroglobulin,603.5196,363.5735,117.5735
690,TS_6_4,thyroglobulin,405.6946,338.62559999999996,43.226600000000005
691,TS_6_4,thyroglobulin,375.3041,516.8249,104.81569999999999
692,TS_6_4,thyroglobulin,600.0663,194.3878,94.852
693,TS_6_4,thyroglobulin,355.3393,212.9821,56.1696
694,TS_6_4,thyroglobulin,449.0,433.0,74.75
695,TS_6_4,thyroglobulin,578.5405,414.2342,100.277
696,TS_6_4,beta-galactosidase,80.4615,197.7846,48.9385
697,TS_6_4,beta-galactosidase,213.4942,364.70230000000004,65.7082
698,TS_6_4,beta-galactosidase,536.1881000000001,547.2376,103.2772
699,TS_6_4,beta-galactosidase,413.0,371.6667,46.5
700,TS_6_4,beta-galactosidase,307.25,461.0,109.0
701,TS_6_4,beta-galactosidase,215.16260000000003,467.4959,118.93499999999999
702,TS_6_4,beta-galactosidase,236.7485,519.681,58.7178
703,TS_6_4,beta-galactosidase,268.0,241.54760000000002,98.2381
704,TS_6_4,beta-galactosidase,25.0577,162.1923,85.0962
705,TS_6_4,beta-galactosidase,132.2147,272.0516,95.2283
706,TS_6_4,beta-galactosidase,151.491,164.2699,82.1722
707,TS_6_4,beta-galactosidase,448.36440000000005,457.0968,108.93130000000001
708,TS_6_4,apo-ferritin,61.650999999999996,288.0471,129.4039
709,TS_6_4,apo-ferritin,109.90329999999999,182.0423,37.1571
710,TS_6_4,apo-ferritin,101.98310000000001,185.98309999999998,40.0424
711,TS_6_4,apo-ferritin,95.9708,170.8149,60.603899999999996
712,TS_6_4,apo-ferritin,101.0329,175.8816,71.852
713,TS_6_4,apo-ferritin,611.6310000000001,260.9963,52.8155
714,TS_6_4,apo-ferritin,76.1116,490.1459,102.51500000000001
715,TS_6_4,apo-ferritin,96.9876,475.7709,108.5418
716,TS_6_4,apo-ferritin,164.8828,476.0276,99.77590000000001
717,TS_6_4,apo-ferritin,498.43729999999994,565.5125,99.3835
718,TS_6_4,apo-ferritin,432.0826,555.6391,69.4862
719,TS_6_4,apo-ferritin,368.3627,517.5881999999999,81.3922
720,TS_6_4,apo-ferritin,344.8962,524.4962,86.1423
721,TS_6_4,apo-ferritin,421.59170000000006,482.15919999999994,104.6194
722,TS_6_4,apo-ferritin,209.4233,323.589,95.3497
723,TS_6_4,apo-ferritin,479.30690000000004,345.7834,110.2852
724,TS_6_4,apo-ferritin,480.4171,344.02840000000003,120.891
725,TS_6_4,apo-ferritin,455.054,214.74920000000003,21.8857
726,TS_6_4,apo-ferritin,449.50600000000003,205.29760000000002,29.6726
727,TS_6_4,apo-ferritin,447.1074,213.15770000000003,38.345600000000005
728,TS_6_4,apo-ferritin,412.69629999999995,193.30630000000002,19.096899999999998
729,TS_6_4,apo-ferritin,357.6426,261.24899999999997,30.485899999999997
730,TS_6_4,apo-ferritin,363.4286,243.1136,57.2418
731,TS_6_4,apo-ferritin,353.48539999999997,240.7485,42.5439
732,TS_6_4,apo-ferritin,409.4142,256.7337,29.5148
733,TS_6_4,apo-ferritin,411.4734,244.60949999999997,33.153800000000004
734,TS_6_4,apo-ferritin,389.4125,245.6271,25.8185
735,TS_6_4,apo-ferritin,375.2045,250.517,41.198899999999995
736,TS_6_4,apo-ferritin,372.93600000000004,256.6163,51.7093
737,TS_6_4,apo-ferritin,383.6309,267.3691,47.4128
738,TS_6_4,apo-ferritin,384.64639999999997,257.0493,54.5246
739,TS_6_4,apo-ferritin,394.2417,266.0695,41.3609
740,TS_6_4,apo-ferritin,396.50419999999997,259.1765,57.437
741,TS_6_4,apo-ferritin,406.7936,260.9929,62.0107
742,TS_6_4,apo-ferritin,400.957,294.7043,41.263400000000004
743,TS_6_4,apo-ferritin,409.54229999999995,288.54229999999995,46.9801
744,TS_6_4,apo-ferritin,403.7127,289.91790000000003,28.0336
745,TS_6_4,apo-ferritin,411.5619,281.7426,33.2054
746,TS_6_4,apo-ferritin,403.6695,277.38980000000004,49.025400000000005
747,TS_6_4,apo-ferritin,413.245,271.21500000000003,54.135000000000005
748,TS_6_4,apo-ferritin,391.3495,280.3827,49.4974
749,TS_6_4,apo-ferritin,421.15829999999994,307.7606,52.046299999999995
750,TS_6_4,apo-ferritin,412.04040000000003,312.8081,58.242399999999996
751,TS_6_4,apo-ferritin,435.61980000000005,283.4341,29.8892
752,TS_6_4,apo-ferritin,428.29319999999996,291.3759,31.819499999999998
753,TS_6_4,apo-ferritin,424.37780000000004,298.5682,42.0398
754,TS_6_4,apo-ferritin,417.2383,295.5235,62.6173
755,TS_6_4,apo-ferritin,405.4277,302.5843,54.747
756,TS_6_4,apo-ferritin,407.09270000000004,254.1192,93.5695
757,TS_6_4,apo-ferritin,335.72950000000003,207.4139,22.5328
758,TS_6_4,apo-ferritin,215.30900000000003,84.6979,25.2847
759,TS_6_4,apo-ferritin,359.6958,259.30129999999997,41.5516
760,TS_6_4,apo-ferritin,348.6946,261.6549,41.5516
761,TS_6_4,apo-ferritin,363.1179,249.6627,41.5516
762,TS_6_4,apo-ferritin,77.6293,489.3666,119.6487
763,TS_6_4,apo-ferritin,94.0013,488.2972,104.63
764,TS_6_4,apo-ferritin,84.354,484.10209999999995,111.63879999999999
765,TS_6_4,apo-ferritin,232.6455,582.1083,91.7063
766,TS_73_6,virus-like-particle,302.3031,609.8949,54.2343
767,TS_73_6,virus-like-particle,213.35129999999998,554.4091999999999,83.9866
768,TS_73_6,virus-like-particle,517.5693,120.6756,21.5022
769,TS_73_6,virus-like-particle,484.91369999999995,66.6384,41.2947
770,TS_73_6,virus-like-particle,616.1707,265.1433,46.5402
771,TS_73_6,virus-like-particle,604.2997,330.6628,71.3333
772,TS_73_6,virus-like-particle,565.4073999999999,294.2728,6.1945
773,TS_73_6,virus-like-particle,601.3231,187.1433,68.0048
774,TS_73_6,virus-like-particle,283.6001,45.519999999999996,27.5173
775,TS_73_6,virus-like-particle,248.2763,29.583999999999996,69.0206
776,TS_73_6,virus-like-particle,353.0063,77.1996,41.3662
777,TS_73_6,virus-like-particle,268.7924,272.5328,63.2393
778,TS_73_6,virus-like-particle,278.26529999999997,181.9135,101.9265
779,TS_73_6,virus-like-particle,100.27799999999999,297.2855,70.0217
780,TS_73_6,virus-like-particle,67.9125,277.0252,85.5
781,TS_73_6,virus-like-particle,137.9817,270.233,78.3111
782,TS_73_6,virus-like-particle,98.5214,213.3973,59.8405
783,TS_73_6,virus-like-particle,143.6036,136.8571,98.9781
784,TS_73_6,virus-like-particle,163.6918,379.8904,100.6075
785,TS_73_6,virus-like-particle,329.8877,456.0393,51.564099999999996
786,TS_73_6,virus-like-particle,309.31129999999996,472.9102,64.5803
787,TS_73_6,virus-like-particle,334.32730000000004,472.2883,73.5915
788,TS_73_6,ribosome,581.221,95.4718,13.4827
789,TS_73_6,ribosome,559.8248,89.06649999999999,23.0051
790,TS_73_6,ribosome,586.9463,48.8783,28.5901
791,TS_73_6,ribosome,585.0904,57.5293,73.5879
792,TS_73_6,ribosome,594.0845,73.6687,11.429300000000001
793,TS_73_6,ribosome,560.0385,58.4159,36.1892
794,TS_73_6,ribosome,575.545,229.4051,66.76950000000001
795,TS_73_6,ribosome,604.5567,243.05970000000002,71.56230000000001
796,TS_73_6,ribosome,592.3824999999999,264.7136,88.06620000000001
797,TS_73_6,ribosome,561.2529999999999,250.4846,75.7101
798,TS_73_6,ribosome,297.50419999999997,563.7426,108.6291
799,TS_73_6,ribosome,278.3415,573.1957,91.7101
800,TS_73_6,ribosome,306.7628,586.1795,97.77380000000001
801,TS_73_6,ribosome,606.7043,389.928,95.3521
802,TS_73_6,ribosome,422.7966,440.8917,103.3563
803,TS_73_6,ribosome,412.4483,414.26149999999996,114.84580000000001
804,TS_73_6,ribosome,388.0999,355.2474,100.3724
805,TS_73_6,ribosome,459.5975,341.3592,109.5442
806,TS_73_6,ribosome,249.2225,430.45110000000005,73.59790000000001
807,TS_73_6,ribosome,214.17739999999998,438.5963,84.6593
808,TS_73_6,ribosome,231.64499999999998,439.1133,106.6221
809,TS_73_6,ribosome,228.22109999999998,417.06419999999997,80.7039
810,TS_73_6,ribosome,215.5564,459.9751,122.602
811,TS_73_6,ribosome,184.5342,453.0955,85.6591
812,TS_73_6,ribosome,169.8475,446.7553,131.0344
813,TS_73_6,ribosome,296.3526,411.5076,94.77720000000001
814,TS_73_6,ribosome,323.04110000000003,392.40500000000003,90.3202
815,TS_73_6,ribosome,350.1536,376.9701,121.18800000000002
816,TS_73_6,ribosome,413.66790000000003,118.5915,79.31989999999999
817,TS_73_6,ribosome,424.4615,146.12560000000002,91.7947
818,TS_73_6,ribosome,440.1817,100.2721,83.5005
819,TS_73_6,ribosome,389.8451,161.4824,100.8257
820,TS_73_6,ribosome,350.6524,179.28109999999998,103.62989999999999
821,TS_73_6,ribosome,305.6445,217.47469999999998,103.6756
822,TS_73_6,ribosome,225.9,122.4141,71.5852
823,TS_73_6,ribosome,231.1395,112.9953,42.308499999999995
824,TS_73_6,ribosome,265.2943,104.8475,88.32759999999999
825,TS_73_6,ribosome,243.5147,92.161,104.92070000000001
826,TS_73_6,ribosome,267.7436,86.8552,34.2294
827,TS_73_6,ribosome,258.7987,125.33279999999999,77.187
828,TS_73_6,ribosome,221.4444,255.63850000000002,118.7927
829,TS_73_6,ribosome,221.31170000000003,291.8397,125.25630000000001
830,TS_73_6,ribosome,153.5442,317.7381,120.5003
831,TS_73_6,ribosome,101.0903,344.2274,114.2175
832,TS_73_6,ribosome,312.6686,405.7299,115.6437
833,TS_73_6,ribosome,218.244,122.50340000000001,107.6338
834,TS_73_6,beta-amylase,196.2647,35.8235,37.6029
835,TS_73_6,beta-amylase,221.2609,45.0632,64.1739
836,TS_73_6,beta-amylase,217.75,20.5,90.75
837,TS_73_6,beta-amylase,94.3718,127.3397,13.2821
838,TS_73_6,beta-amylase,227.1379,191.10340000000002,54.6293
839,TS_73_6,beta-amylase,437.6951,216.01219999999998,39.682900000000004
840,TS_73_6,beta-amylase,376.198,286.0,102.12870000000001
841,TS_73_6,beta-amylase,253.4933,346.8622,64.6267
842,TS_73_6,beta-amylase,194.8482,360.0052,96.5864
843,TS_73_6,beta-amylase,194.9783,422.32610000000005,24.1304
